InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country
INV536471,19564,Paper Chain Kit 50's Christmas,12,1.92,12556,France
INV536471,64476,Assorted Colour Bird Ornament,8,6.47,12543,France
INV536471,89516,Party Bunting,3,4.77,12591,France
INV536471,51853,Jumbo Bag Red Retrospot,12,12.37,12544,France
INV536471,62260,Pack Of 72 Retrospot Cake Cases,3,9.81,12565,France
INV536472,68929,Regency Cakestand 3 Tier,4,2.83,12506,France
INV536472,48038,Party Bunting,7,10.97,12553,France
INV536472,42541,Pack Of 72 Retrospot Cake Cases,3,10.4,12573,France
INV536472,50988,Paper Chain Kit 50's Christmas,4,9.84,12563,France
INV536472,77466,White Hanging Heart T-Light Holder,8,6.86,12539,France
INV536472,75191,Jumbo Bag Red Retrospot,1,2.26,12550,France
INV536473,16624,Paper Chain Kit 50's Christmas,5,6.82,12583,France
INV536473,98148,Pack Of 72 Retrospot Cake Cases,8,4.46,12501,France
INV536473,24089,Set of 3 Butterfly Cookie Cutters,7,2.76,12533,France
INV536473,57943,Assorted Colour Bird Ornament,7,5.37,12551,France
INV536473,16705,Jumbo Bag Red Retrospot,10,7.57,12546,France
INV536473,82512,White Hanging Heart T-Light Holder,5,2.08,12564,France
INV536474,61629,Set of 3 Butterfly Cookie Cutters,6,10.19,12543,France
INV536474,83116,Assorted Colour Bird Ornament,6,9.74,12525,France
INV536474,88966,Regency Cakestand 3 Tier,9,5.77,12505,France
INV536474,15938,Paper Chain Kit 50's Christmas,1,2.79,12542,France
INV536474,72094,White Hanging Heart T-Light Holder,9,6.39,12577,France
INV536475,49221,Jumbo Bag Red Retrospot,10,5.03,12565,France
INV536475,79774,Party Bunting,8,9.22,12538,France
INV536475,72245,Set of 3 Butterfly Cookie Cutters,1,5.39,12586,France
INV536475,24366,Regency Cakestand 3 Tier,7,7.82,12592,France
INV536475,92478,Pack Of 72 Retrospot Cake Cases,1,7.97,12533,France
INV536475,95929,Assorted Colour Bird Ornament,10,7.75,12592,France
INV536476,32349,Jam Making Set With Jars,9,8.33,12579,France
INV536476,59832,Paper Chain Kit 50's Christmas,3,10.49,12531,France
INV536477,35006,Jam Making Set With Jars,1,6.21,12553,France
INV536477,29848,Regency Cakestand 3 Tier,7,9.02,12552,France
INV536478,37176,Jam Making Set With Jars,9,4.91,12584,France
INV536478,72701,Paper Chain Kit 50's Christmas,9,5.49,12522,France
INV536478,70249,White Hanging Heart T-Light Holder,9,5.1,12545,France
INV536478,98587,Party Bunting,12,8.91,12588,France
INV536478,44650,Regency Cakestand 3 Tier,10,6.7,12531,France
INV536478,46569,Assorted Colour Bird Ornament,9,4.61,12538,France
INV536479,55718,Pack Of 72 Retrospot Cake Cases,9,11.75,12592,France
INV536479,45842,Paper Chain Kit 50's Christmas,5,2.62,12586,France
INV536479,81197,Party Bunting,7,11.33,12550,France
INV536479,55237,Jam Making Set With Jars,3,4.52,12536,France
INV536480,95979,Party Bunting,5,9.66,12527,France
INV536480,36485,Paper Chain Kit 50's Christmas,9,4.3,12571,France
INV536481,16653,Jumbo Bag Red Retrospot,11,11.43,12528,France
INV536481,93616,Regency Cakestand 3 Tier,4,1.84,12552,France
INV536481,53292,Pack Of 72 Retrospot Cake Cases,12,6.56,12587,France
INV536481,28018,Set of 3 Butterfly Cookie Cutters,1,12.1,12520,France
INV536482,52096,Paper Chain Kit 50's Christmas,5,8.52,12598,France
INV536482,21725,Jam Making Set With Jars,11,7.71,12568,France
INV536482,14888,Pack Of 72 Retrospot Cake Cases,3,5.95,12522,France
INV536482,14763,LUNCH BAG RED RETROSPOT,7,10.11,12523,France
INV536482,47941,Jumbo Bag Red Retrospot,1,1.35,12572,France
INV536483,78723,Regency Cakestand 3 Tier,8,11.25,12517,France
INV536483,76088,Party Bunting,8,4.32,12514,France
INV536483,53343,Assorted Colour Bird Ornament,3,9.48,12582,France
INV536483,43720,Pack Of 72 Retrospot Cake Cases,12,3.34,12594,France
INV536483,54185,Set of 3 Butterfly Cookie Cutters,5,7.64,12596,France
INV536483,35318,Paper Chain Kit 50's Christmas,3,8.12,12581,France
INV536484,97720,LUNCH BAG RED RETROSPOT,2,3.33,12517,France
INV536484,72580,Set of 3 Butterfly Cookie Cutters,6,11.78,12500,France
INV536484,44181,Party Bunting,7,3.9,12596,France
INV536484,44995,White Hanging Heart T-Light Holder,6,4.65,12592,France
INV536484,85088,Pack Of 72 Retrospot Cake Cases,1,4.19,12546,France
INV536485,50213,White Hanging Heart T-Light Holder,3,5.81,12564,France
INV536485,50760,Regency Cakestand 3 Tier,12,2.57,12537,France
INV536485,58174,Paper Chain Kit 50's Christmas,10,3.73,12517,France
INV536486,81989,Jumbo Bag Red Retrospot,8,9.77,12585,France
INV536486,38627,Paper Chain Kit 50's Christmas,4,8.9,12576,France
INV536486,20730,Party Bunting,9,6.28,12590,France
INV536486,57419,Pack Of 72 Retrospot Cake Cases,2,11.57,12514,France
INV536486,18094,Set of 3 Butterfly Cookie Cutters,9,11.41,12525,France
INV536487,25235,Set of 3 Butterfly Cookie Cutters,11,3.56,12574,France
INV536487,74071,Jumbo Bag Red Retrospot,2,11.36,12557,France
INV536487,17292,Jam Making Set With Jars,8,2.73,12553,France
INV536487,69873,Paper Chain Kit 50's Christmas,10,1.9,12559,France
INV536487,98181,Assorted Colour Bird Ornament,5,9.39,12550,France
INV536487,43352,Pack Of 72 Retrospot Cake Cases,1,9.64,12574,France
INV536488,55158,White Hanging Heart T-Light Holder,12,1.97,12507,France
INV536488,19046,LUNCH BAG RED RETROSPOT,8,1.61,12552,France
INV536489,60132,Jumbo Bag Red Retrospot,8,11.03,12548,France
INV536489,59236,LUNCH BAG RED RETROSPOT,2,8.93,12584,France
INV536489,80687,Party Bunting,3,8.6,12544,France
INV536490,61518,Jumbo Bag Red Retrospot,9,2.68,12528,France
INV536490,10455,Set of 3 Butterfly Cookie Cutters,1,12.26,12559,France
INV536491,70375,LUNCH BAG RED RETROSPOT,6,3.0,12524,France
INV536491,24790,Set of 3 Butterfly Cookie Cutters,1,10.36,12553,France
INV536491,90599,Jam Making Set With Jars,1,3.96,12508,France
INV536491,23224,Paper Chain Kit 50's Christmas,10,1.63,12576,France
INV536491,98083,Regency Cakestand 3 Tier,12,11.06,12531,France
INV536491,15798,Party Bunting,7,6.19,12569,France
INV536492,40692,White Hanging Heart T-Light Holder,12,7.73,12573,France
INV536492,88370,Jumbo Bag Red Retrospot,11,10.46,12530,France
INV536492,49552,Assorted Colour Bird Ornament,3,12.34,12566,France
INV536493,17989,LUNCH BAG RED RETROSPOT,9,11.92,12594,France
INV536493,32955,Assorted Colour Bird Ornament,11,8.89,12571,France
INV536493,74962,Set of 3 Butterfly Cookie Cutters,1,12.19,12582,France
INV536494,49306,Set of 3 Butterfly Cookie Cutters,7,3.32,12568,France
INV536494,72065,Party Bunting,4,10.81,12538,France
INV536494,28920,LUNCH BAG RED RETROSPOT,8,11.54,12571,France
INV536494,64090,Pack Of 72 Retrospot Cake Cases,7,7.52,12517,France
INV536494,60910,Regency Cakestand 3 Tier,4,4.12,12542,France
INV536495,22119,Paper Chain Kit 50's Christmas,9,9.4,12524,France
INV536495,16755,Party Bunting,5,5.49,12577,France
INV536496,38444,White Hanging Heart T-Light Holder,8,3.6,12542,France
INV536496,49739,Regency Cakestand 3 Tier,1,3.63,12524,France
INV536496,25376,Pack Of 72 Retrospot Cake Cases,12,12.5,12561,France
INV536496,41797,LUNCH BAG RED RETROSPOT,12,8.05,12526,France
INV536496,61987,Assorted Colour Bird Ornament,4,7.46,12599,France
INV536496,47101,Party Bunting,7,6.5,12583,France
INV536497,75179,Assorted Colour Bird Ornament,8,2.36,12592,France
INV536497,71537,Jam Making Set With Jars,6,11.54,12547,France
INV536497,51015,Party Bunting,7,1.76,12528,France
INV536497,29126,Set of 3 Butterfly Cookie Cutters,1,4.18,12574,France
INV536498,59786,LUNCH BAG RED RETROSPOT,10,10.63,12563,France
INV536498,82173,Assorted Colour Bird Ornament,11,11.86,12543,France
INV536498,43728,Jumbo Bag Red Retrospot,8,12.12,12582,France
INV536498,74303,Regency Cakestand 3 Tier,8,3.14,12545,France
INV536498,32185,Paper Chain Kit 50's Christmas,3,9.35,12562,France
INV536498,34123,Jam Making Set With Jars,9,12.39,12507,France
INV536499,28021,White Hanging Heart T-Light Holder,11,3.85,12590,France
INV536499,29795,Regency Cakestand 3 Tier,1,3.71,12558,France
INV536499,58916,Jam Making Set With Jars,1,8.2,12585,France
INV536499,90808,LUNCH BAG RED RETROSPOT,8,8.67,12502,France
INV536499,10866,Paper Chain Kit 50's Christmas,9,7.46,12501,France
INV536499,12192,Pack Of 72 Retrospot Cake Cases,9,9.37,12568,France
INV536500,33496,White Hanging Heart T-Light Holder,2,11.58,12567,France
INV536500,29516,Set of 3 Butterfly Cookie Cutters,4,3.41,12567,France
INV536500,43084,LUNCH BAG RED RETROSPOT,6,4.26,12550,France
INV536500,20357,Paper Chain Kit 50's Christmas,6,12.04,12558,France
INV536501,22255,Pack Of 72 Retrospot Cake Cases,7,5.52,12570,France
INV536501,72390,Jam Making Set With Jars,1,8.41,12589,France
INV536501,32463,Assorted Colour Bird Ornament,2,6.87,12555,France
INV536501,94529,Party Bunting,6,7.62,12512,France
INV536501,79226,White Hanging Heart T-Light Holder,1,3.83,12588,France
INV536501,84289,LUNCH BAG RED RETROSPOT,8,4.3,12509,France
INV536502,51220,Set of 3 Butterfly Cookie Cutters,1,12.07,12575,France
INV536502,28899,White Hanging Heart T-Light Holder,12,10.49,12509,France
INV536502,49226,Jumbo Bag Red Retrospot,3,7.59,12572,France
INV536502,61007,LUNCH BAG RED RETROSPOT,11,11.34,12542,France
INV536503,67290,Jumbo Bag Red Retrospot,4,10.69,12543,France
INV536503,89320,Regency Cakestand 3 Tier,10,11.99,12550,France
INV536503,52778,Party Bunting,1,8.38,12600,France
INV536503,69054,White Hanging Heart T-Light Holder,8,3.82,12570,France
INV536503,59207,LUNCH BAG RED RETROSPOT,7,3.34,12574,France
INV536504,20752,Regency Cakestand 3 Tier,5,2.98,12591,France
INV536504,93086,Assorted Colour Bird Ornament,3,9.57,12540,France
INV536504,57277,Pack Of 72 Retrospot Cake Cases,2,2.28,12539,France
INV536504,68292,Party Bunting,6,9.82,12513,France
INV536504,27367,White Hanging Heart T-Light Holder,2,3.36,12557,France
INV536505,56388,Set of 3 Butterfly Cookie Cutters,9,2.3,12576,France
INV536505,52523,Jam Making Set With Jars,7,1.39,12552,France
INV536505,60829,LUNCH BAG RED RETROSPOT,2,9.4,12571,France
INV536505,41816,White Hanging Heart T-Light Holder,10,7.11,12587,France
INV536505,59903,Paper Chain Kit 50's Christmas,3,2.81,12538,France
INV536505,45180,Party Bunting,8,2.89,12521,France
INV536506,57333,Assorted Colour Bird Ornament,5,11.87,12592,France
INV536506,91924,LUNCH BAG RED RETROSPOT,8,7.93,12525,France
INV536506,70012,Jam Making Set With Jars,2,2.77,12500,France
INV536506,61864,Pack Of 72 Retrospot Cake Cases,6,10.72,12548,France
INV536506,53193,White Hanging Heart T-Light Holder,8,5.02,12583,France
INV536507,72784,Jumbo Bag Red Retrospot,6,3.25,12550,France
INV536507,51830,Assorted Colour Bird Ornament,5,9.52,12581,France
INV536507,74357,Party Bunting,10,10.05,12541,France
INV536507,59290,Set of 3 Butterfly Cookie Cutters,5,10.44,12550,France
INV536507,57843,Paper Chain Kit 50's Christmas,2,11.74,12525,France
INV536507,87624,Regency Cakestand 3 Tier,9,3.27,12598,France
INV536508,63627,White Hanging Heart T-Light Holder,11,6.87,12581,France
INV536508,49692,Paper Chain Kit 50's Christmas,4,4.09,12519,France
INV536508,65460,Pack Of 72 Retrospot Cake Cases,7,2.08,12576,France
INV536508,72814,Set of 3 Butterfly Cookie Cutters,10,5.76,12564,France
INV536508,64827,Jumbo Bag Red Retrospot,9,1.66,12546,France
INV536508,80373,Jam Making Set With Jars,10,8.43,12510,France
INV536509,31802,Pack Of 72 Retrospot Cake Cases,11,8.14,12572,France
INV536509,94545,Party Bunting,11,8.53,12596,France
INV536510,43913,LUNCH BAG RED RETROSPOT,4,7.0,12566,France
INV536510,83137,Regency Cakestand 3 Tier,10,8.99,12528,France
INV536510,68429,White Hanging Heart T-Light Holder,6,5.65,12598,France
INV536510,99070,Paper Chain Kit 50's Christmas,10,9.02,12519,France
INV536511,64522,White Hanging Heart T-Light Holder,2,2.56,12593,France
INV536511,28569,Paper Chain Kit 50's Christmas,6,4.76,12558,France
INV536511,37114,Regency Cakestand 3 Tier,9,6.68,12560,France
INV536511,22795,Jumbo Bag Red Retrospot,8,9.37,12557,France
INV536512,25084,Regency Cakestand 3 Tier,1,10.8,12582,France
INV536512,24334,Assorted Colour Bird Ornament,11,10.25,12594,France
INV536512,41970,White Hanging Heart T-Light Holder,9,3.21,12520,France
INV536512,53383,LUNCH BAG RED RETROSPOT,9,6.05,12559,France
INV536513,93948,LUNCH BAG RED RETROSPOT,11,6.11,12503,France
INV536513,90492,Jumbo Bag Red Retrospot,4,6.31,12554,France
INV536513,60965,Set of 3 Butterfly Cookie Cutters,1,9.18,12526,France
INV536514,52727,Regency Cakestand 3 Tier,4,6.4,12533,France
INV536514,97910,Jam Making Set With Jars,8,7.19,12581,France
INV536514,51078,Jumbo Bag Red Retrospot,10,5.62,12550,France
INV536514,86939,Paper Chain Kit 50's Christmas,2,5.16,12558,France
INV536515,25448,Jumbo Bag Red Retrospot,4,4.69,12523,France
INV536515,58929,Assorted Colour Bird Ornament,12,2.84,12549,France
INV536515,64819,Regency Cakestand 3 Tier,10,2.8,12549,France
INV536515,65448,Party Bunting,3,6.73,12568,France
INV536515,94575,Paper Chain Kit 50's Christmas,3,7.49,12562,France
INV536515,47858,Jam Making Set With Jars,3,3.35,12557,France
INV536516,60324,White Hanging Heart T-Light Holder,9,6.94,12563,France
INV536516,63626,Party Bunting,11,6.78,12590,France
INV536516,68176,Jam Making Set With Jars,8,3.13,12572,France
INV536516,14044,Pack Of 72 Retrospot Cake Cases,4,4.54,12535,France
INV536516,39470,Regency Cakestand 3 Tier,9,4.5,12599,France
INV536516,69942,Set of 3 Butterfly Cookie Cutters,10,9.6,12598,France
INV536517,45112,Set of 3 Butterfly Cookie Cutters,9,10.51,12546,France
INV536517,81046,Jam Making Set With Jars,1,9.8,12556,France
INV536517,81611,Regency Cakestand 3 Tier,4,12.38,12513,France
INV536517,95678,Assorted Colour Bird Ornament,4,4.6,12504,France
INV536517,68947,White Hanging Heart T-Light Holder,5,5.17,12511,France
INV536518,87060,Regency Cakestand 3 Tier,12,5.19,12590,France
INV536518,89988,Pack Of 72 Retrospot Cake Cases,11,6.07,12578,France
INV536518,28249,Set of 3 Butterfly Cookie Cutters,4,10.4,12507,France
INV536518,84720,LUNCH BAG RED RETROSPOT,6,7.24,12576,France
INV536518,80617,Party Bunting,3,4.89,12590,France
INV536519,63948,Assorted Colour Bird Ornament,1,12.42,12583,France
INV536519,26631,Jam Making Set With Jars,12,10.99,12531,France
INV536519,29168,Regency Cakestand 3 Tier,12,4.87,12531,France
INV536519,98635,Paper Chain Kit 50's Christmas,7,6.76,12573,France
